cycle,o_word
3279,1.984375
3280,1.984375
3281,0
3282,0.015625
3283,-0.015625
3284,1.984375
3285,-2
3286,0
3287,-0.015625
3288,0.015625
3289,0
3290,-0.015625
3291,0.015625
3292,-2
3293,-2
3294,-2
3295,-2
3296,-2
3297,0
3298,0.015625
3299,-0.015625
3300,1.984375
3301,-2
3302,0
3303,-0.015625
3304,0.015625
3305,0
3306,-0.015625
3307,0.015625
3308,1.984375
3309,1.984375
3310,1.984375
3311,1.984375
3312,1.984375
3313,0
3314,0.015625
3315,-0.015625
3316,1.984375
3317,-2
3318,0
3319,-0.015625
3320,0.015625
3321,0
3322,-0.015625
3323,0.015625
3324,-2
3325,-1.609375
3326,-1.03125
3327,-0.453125
3328,0.125
3329,0
3330,0.015625
3331,-0.015625
3332,1.984375
3333,-2
3334,0
3335,-0.015625
3336,0.015625
3337,0
3338,-0.015625
3339,0.015625
3340,1.984375
3341,1.984375
3342,-2
3343,-2
3344,-2
3345,0
3346,0.015625
3347,-0.015625
3348,1.984375
3349,-2
3350,0
3351,-0.015625
3352,0.015625
3353,0
3354,-0.015625
3355,0.015625
3356,0.3125
3357,0.890625
3358,1.46875
3359,1.984375
3360,1.984375
3361,0
3362,0.015625
3363,-0.015625
3364,1.984375
3365,-2
3366,0
3367,-0.015625
3368,0.015625
3369,0
3370,-0.015625
3371,0.015625
3372,-2
3373,-2
3374,-2
3375,-2
3376,-2
3377,0
3378,0.015625
3379,-0.015625
3380,1.984375
3381,-2
3382,0
3383,-0.015625
3384,0.015625
3385,0
3386,-0.015625
3387,0.015625
3388,1.984375
3389,1.984375
3390,1.984375
3391,1.984375
3392,1.984375
3393,0
3394,0.015625
3395,-0.015625
3396,1.984375
3397,-2
3398,0
3399,-0.015625
3400,0.015625
3401,0
3402,-0.015625
3403,0.015625
3404,-2
3405,-2
3406,-2
3407,-2
3408,-1.625
3409,0
3410,0.015625
3411,-0.015625
3412,1.984375
3413,-2
3414,0
3415,-0.015625
3416,0.015625
3417,0
3418,-0.015625
3419,0.015625
3420,1.984375
3421,1.984375
3422,1.984375
3423,1.984375
3424,1.984375
3425,0
3426,0.015625
3427,-0.015625
3428,1.984375
3429,-2
3430,0
3431,-0.015625
3432,0.015625
3433,0
3434,-0.015625
3435,0.015625
3436,-1.4375
3437,-0.859375
3438,-0.28125
3439,0.296875
3440,0.875
3441,0
3442,0.015625
3443,-0.015625
3444,1.984375
3445,-2
3446,0
3447,-0.015625
3448,0.015625
3449,0
3450,-0.015625
3451,0.015625
3452,1.984375
3453,-2
3454,-2
3455,-2
3456,-2
3457,0
3458,0.015625
3459,-0.015625
3460,1.984375
3461,-2
3462,0
3463,-0.015625
3464,0.015625
3465,0
3466,-0.015625
3467,0.015625
3468,1.0625
3469,1.640625
3470,1.984375
3471,1.984375
3472,1.984375
3473,0
3474,0.015625
3475,-0.015625
3476,1.984375
3477,-2
3478,0
3479,-0.015625
3480,0.015625
3481,0
3482,-0.015625
3483,0.015625
3484,-2
3485,-2
3486,-2
3487,-2
3488,-2
3489,0
3490,0.015625
3491,-0.015625
3492,1.984375
3493,-2
3494,0
3495,-0.015625
3496,0.015625
3497,0
3498,-0.015625
3499,0.015625
3500,1.984375
3501,1.984375
3502,1.984375
3503,1.984375
3504,1.984375
3505,0
3506,0.015625
3507,-0.015625
3508,1.984375
3509,-2
3510,0
3511,-0.015625
3512,0.015625
3513,0
3514,-0.015625
3515,0.015625
3516,-2
3517,-2
3518,-2
3519,-1.453125
3520,-0.875
3521,0
3522,0.015625
3523,-0.015625
3524,1.984375
3525,-2
3526,0
3527,-0.015625
3528,0.015625
3529,0
3530,-0.015625
3531,0.015625
3532,1.984375
3533,1.984375
3534,1.984375
3535,1.984375
3536,-2
3537,0
3538,0.015625
3539,-0.015625
3540,1.984375
3541,-2
3542,0
3543,-0.015625
3544,0.015625
3545,0
3546,-0.015625
3547,0.015625
3548,-0.6875
3549,-0.109375
3550,0.46875
3551,1.046875
3552,1.625
3553,0
3554,0.015625
3555,-0.015625
3556,1.984375
3557,-2
3558,0
3559,-0.015625
3560,0.015625
3561,0
3562,-0.015625
3563,0.015625
3564,-2
3565,-2
3566,-2
3567,-2
3568,-2
3569,0
3570,0.015625
3571,-0.015625
3572,1.984375
3573,-2
3574,0
3575,-0.015625
3576,0.015625
3577,0
3578,-0.015625
3579,0.015625
3580,1.8125
3581,1.984375
3582,1.984375
3583,1.984375
3584,1.984375
3585,0
3586,0.015625
3587,-0.015625
3588,1.984375
3589,-2
3590,0
3591,-0.015625
3592,0.015625
3593,0
3594,-0.015625
